,content,source,per,org,loc
9381,上观新闻今年清明节曾探访现场，菜品有荤有素，包括扬州的招牌菜——狮子头，4元一份，售价最贵的是时令菜——春笋烧排骨——5.5元，还有4.5元的豉油鱼块，售价均为3元的榨菜肉丝干丝、莴苣鸡片、蒜苗肉丝，最便宜的香菇青菜和虾米瓠条售价分别是1.5元和2元，另外紫菜汤免费，米饭自己添,BF_ner_query_result (5),[],[],[扬州]
9382,市民到福州市东部行政区第三机关食堂“抢购”包子海峡网图而该食堂个大料足，肉鲜汁多的肉包也成为了福州新晋的“网红”，为了保证客人尽量买到肉包，一开始食堂采取了每人限购10个的措施，随着客流量攀升，肉包供不应求，食堂近期只好再次加码限购，“每个人只能买6个了”,BF_ner_query_result (5),[],[],[福州]
9383,据悉，余杭机关事服中心也正着力于促进停车场、厕所、电瓶车充电插座等资源的共享,BF_ner_query_result (5),[],[余杭机关事服中心],[]
9384,C罗回应在尤文“换人风波”：我的确状态不好但受伤也想帮助尤文图斯,BF_ner_query_result (5),[罗回],[],[]
9385,11月14日，温岭市红十字会第四次会员代表大会召开,BF_ner_query_result (5),[],[温岭市红十字会],[]
9386,台州市委常委、温岭市委书记徐仁标出席开幕式并讲话，他强调，要不断把红十字这个传递温暖、播撒文明的阳光事业推向前进，共同建设守望相助、有情有义的大爱温岭,BF_ner_query_result (5),[徐仁标],[],[]
9387,沈云才、阮积庆、张国荣、梁丽萍、颜惠珍等市领导出席,BF_ner_query_result (5),"[阮积庆, 沈云才, 梁丽萍, 张国荣]",[],[]
9388,徐仁标说，红十字事业是凝聚爱心、传递友善、造福人民的崇高事业,BF_ner_query_result (5),[徐仁标],[],[]
9389,温岭市红十字会自建会以来，始终秉持“人道、博爱、奉献”的红十字精神，广泛动员和凝聚社会各方力量，积极开展人道救助服务，在救灾备灾、扶危济困、应急救护和生命关爱等方面做了大量富有成效的工作，赢得了社会各界和人民群众的广泛赞誉,BF_ner_query_result (5),[],[温岭市红十字会],[]
9390,特别是市红十字会第三次会员代表大会以来，全市各级红十字会在党的坚强领导和上级红十字会的关心支持下，紧紧围绕市委、市政府中心工作，大力弘扬社会主义核心价值观，深入实施“红十字强基工程”，踊跃参与“利奇马”超强台风等重大自然灾害和事故援助工作，较好地履行了为政府分忧、为群众解难的使命，为全市经济社会发展作出了积极贡献,BF_ner_query_result (5),[],"[市政府中心, 市红十字会]",[]
9391,徐仁标指出，当前温岭正处于转型发展、创新发展、跨越发展的关键时期，全市各级红十字组织要紧跟时代发展步伐，高举人道主义旗帜，以此次大会为新的起点，不忘初心、牢记使命，改革创新、奋发有为，不断把红十字这个传递温暖、播撒文明的阳光事业推向前进，共同建设守望相助、有情有义的大爱温岭,BF_ner_query_result (5),[徐仁标],[],[温岭]
9392,要坚持党的领导，把准政治方向，持续提升红十字事业的凝聚力；要聚焦主责主业，服务中心大局，持续提升红十字工作的战斗力，争当基层治理的推动者、服务民生的先行者、弘扬风尚的引领者；要加强自身建设，深化改革创新，持续提升红十字组织的执行力,BF_ner_query_result (5),[],[红十字组织],[]
9393,徐仁标表示，市委、市政府将一如既往重视支持红十字事业发展，切实加强和改进对红十字工作的领导，及时帮助解决工作中遇到的实际困难和矛盾问题,BF_ner_query_result (5),[徐仁标],[],[]
9394,11月16日，一场暖心的彩虹计划大型公益助学行动在花果园湿地公园举行，来自南明区苗苗实验学校、尚义路小学的同学们现场开展义卖，500余位来自社会各界的爱心人士相聚在一起共同为公益活动尽自己的一份力,BF_ner_query_result (5),[],"[尚义路小学, 南明区苗苗实验学校]",[]
9395,据介绍，为了帮助更多阳光少年，今年彩虹计划首次在贵阳设立了分会场,BF_ner_query_result (5),[],[],[贵阳]
9396,在义卖区，来自南明区苗苗实验学校、尚义路小学的同学们将自己的玩具、手工及绘画作品进行义卖，吸引了不少热心市民慷慨解囊，表达爱心,BF_ner_query_result (5),[],"[尚义路小学, 南明区苗苗实验学校]",[]
9397,截至当天下午三点半，彩虹计划在杭州、贵阳两地现场结对402人，通过线上线下等渠道共募集善款1606931.79元，网上结对和乐捐仍在进行中,BF_ner_query_result (5),[],[],"[贵阳, 杭州]"
9398,[合肥网资讯中心]记者从淮南市纪检监察网获悉，淮南通报两起形式主义官僚主义典型案例,BF_ner_query_result (5),[],[],[淮南]
9399,一、淮南市谢家集区孙庙乡王集村党支部书记卢广周不作为慢作为问题,BF_ner_query_result (5),[卢广周],[],[]
9400,卢广周作为孙庙乡王集村党组织主要负责人，是该村脱贫攻坚第一责任人，在\,BF_ner_query_result (5),[卢广周],[],[]
9401,记者从会上获悉，瑶海区出台创优营商环境再提升行动方案，明确企业开办压减为设立登记、公章刻制、发票申领3个环节，申报材料合并压减到6份以内，时间缩减至1个工作日内办结,BF_ner_query_result (5),[],[],[瑶海区]
9402,视频：大婚现场：林志玲与黑泽良平互道“我爱你”深吻两次情意绵绵，时长约1分27秒17号下午开始，林志玲姐姐与日本老公AKIRA举办婚礼，晚上又进行了晚宴,BF_ner_query_result (5),[],[],[日本]
9403,当婚礼邀请的宾客都进去内场后，林志玲夫妇和大家打招呼,BF_ner_query_result (5),[林志玲],[],[]
9404,而且，林志玲本人也否认了奉子成婚的传闻,BF_ner_query_result (5),[林志玲],[],[]
9405,谈到今天的心情时，林志玲表示：谢谢大家，我们一起幸福,BF_ner_query_result (5),[林志玲],[],[]
9406,【版权声明】本文来自腾讯新闻客户端自媒体，不代表腾讯新闻的观点和立场,BF_ner_query_result (5),[],[腾讯],[]
9407,中国经济网北京11月18日讯11月15日，由中国经济网主办，以“金融助力经济高质量发展”为主题的2019中国金融服务与创新论坛在京举行,BF_ner_query_result (5),[],[],"[中国, 北京]"
9408,本次论坛还发布了“2019中国金融服务100强”和“2019中国金融创新100强”名单,BF_ner_query_result (5),[],[],[中国]
9409,哈尔滨银行凭借以普惠金融为核心的小额信贷战略特色和对俄金融服务特色，以及根植本土、服务小微、服务民生的务实举措，以“农闪贷”、跨境电商金融服务平台等为代表的金融创新，跻身本次评选的年度双料100强行列,BF_ner_query_result (5),[],[哈尔滨银行],[]
9410,其中，“2019中国金融服务100强”评选期间，网友根据机构的规范经营、客户服务、从业人员专业化素养、投资者教育、互联网智能服务等情况进行了投票；“2019中国金融创新100强”评选期间，网友则根据机构的服务创新、业务创新、产品创新、技术创新、管理创新等进行了投票,BF_ner_query_result (5),[],[],[中国]
9411,2019年，面对错综复杂、充满不确定性的经济金融形势以及严监管、强监管的外部监管态势，哈尔滨银行认真贯彻落实国家经济金融政策，践行国家“一带一路”倡议和普惠金融发展规划，坚定小额信贷战略发展定位，紧紧围绕“全面提升”工作主题，坚持“聚焦战略、问题导向、求真务实、提升价值”的工作标准，积极主动应对形势变化，稳健经营，提升能力，以科技为支撑，转型发展初见成效,BF_ner_query_result (5),[],[哈尔滨银行],[]
9412,考利斯坦倒地救球格林组织进攻考利斯坦防守海耶斯伯克斯持球雷迪克防守克里斯霍乐迪持球,BF_ner_query_result (5),[雷迪克],[],[]
9413,　　长沙晚报掌上长沙11月18日讯据央视新闻消息近日，一名在美国国务院担任高官的30多岁韩裔女性引发了轩然大波,BF_ner_query_result,[],[],[长沙]
9414,　　这位韩裔女性名叫张米娜（MinaChang），出生于1984年,BF_ner_query_result,[张米娜],[],[]
9415,美国政府官网上她的简历是这样写的，“张米娜毕业于哈佛商学院和美军战争学院，还运营过国际救援团体”,BF_ner_query_result,[张米娜],[美军战争学院],[]
9416,　　　　美媒：参加7周短训硬说成“毕业于哈佛大学”　　然而，美媒经过调查却发现，张米娜的学历是假的,BF_ner_query_result,[张米娜],[],[]
9417,美媒称，张米娜将自己仅参加了7周的哈佛商学院短期培训课程，硬说成是“毕业于哈佛大学”，并将在美军战争学院（U.S.ArmyWarCollege）参加的四天培训，说成是毕业于该学院,BF_ner_query_result,[张米娜],[美军战争学院],[]
9418,不过，韩媒援引美国微软全国广播公司（MSNBC）的报道，张米娜根本没有上过《时代周刊》封面,BF_ner_query_result,[张米娜],[],[]
9419,　　此外，张米娜还宣称加入过国际慈善组织，并很快成为首席执行官，在全球救助那些需要帮助的人,BF_ner_query_result,[张米娜],[],[]
9420,　　凭借“慈善”包装“积人脉”张米娜官运亨通　　这样一个教育背景和从业经历严重造假和注水的人物，是怎么当上美国国务院高官的呢,BF_ner_query_result,[张米娜],[],[]
9421,美媒调查发现，张米娜凭借“慈善”机构的包装，成功在美国一些“名流汇集”的慈善社交场合结识到了诸如国务卿蓬佩奥的西点军校校友布赖恩·布拉塔奥（BrianBulatao）等关键性人物，以及军方一些供应商,BF_ner_query_result,[张米娜],[西点军校],[美国]
9422,她先是在2018年底被特朗普政府提名担任美国国际开发署（USAID）高级职位，负责掌管10亿美元的预算,BF_ner_query_result,[],[],[美国]
9423,　　虽然美媒近期的“打假”行动沸沸扬扬，但在美国国务院官网上仍旧挂着张米娜的简历,BF_ner_query_result,[张米娜],[],[]
9424,亚马逊和微软称：在全球经济下，“数字主权”会限制跨境数据服务,BF_ner_query_result,[],"[微软, 亚马逊]",[]
9425,德国和法国正在推出一个由政府支持的项目以开发欧洲云基础设施，竭力帮助当地供应商与主导全球云市场的美国科技巨头竞争,BF_ner_query_result,[],[],"[德国, 法国, 美国]"
9426,亚马逊和微软抨击了近期宣布的这个名为Gaia-X的项目，称该项目会限制跨境数据服务,BF_ner_query_result,[],"[微软, 亚马逊]",[]
9427,目前，全球公共云计算市场以AWS（47.8％）为主导、其次是Azure（15.5％）、阿里云（7.7％）、谷歌（4％）和IBM（1.8％），（来源：Gartner2018年市场数据）,BF_ner_query_result,[],"[阿里云, 谷歌]",[]
9428,亚马逊、微软及其他美国巨头的影响力令欧洲政界人士和企业高管深感担忧,BF_ner_query_result,[],"[微软, 亚马逊]","[欧洲, 美国]"
9429,《华尔街日报》今年10月报道称，德国和法国这两个欧洲经济强国以及其他欧盟国家的公司企业对于自己依赖必须遵守美国《澄清境外合法使用数据法》（CloudAct）的技术供应商感到担忧,BF_ner_query_result,[],[],"[德国, 法国, 欧洲, 美国]"
9430,2018年颁布的这部法案规定美国公司在执法部门提出要求时应提供客户的个人数据，即使含有这些信息的服务器设在境外,BF_ner_query_result,[],[],[美国]
9431,FrankMelzer是生产机器人及其他工业产品的德国公司FestoAG的首席技术官，他在近日宣布Gaia-X的德国数字会议上说：“我们的数据到底多安全，这个问题并没有答案,BF_ner_query_result,[],[德国公司],[]
9432,德国经济部称，法国和德国的政府官员本月将与有兴趣参与该项目的公司会面，计划在今年年底前为该项目制定一套治理架构,BF_ner_query_result,[],[德国经济部],"[法国, 德国]"
9433,德国经济部的女发言人拒绝透露详情,BF_ner_query_result,[],[德国经济部],[]
9434,《华尔街日报》之前报道称，一些使用美国大型云服务供应商的欧洲公司称，那些服务的价格比欧洲的云服务更具竞争力,BF_ner_query_result,[],[],"[欧洲, 美国]"
9435,德国经济部称，Gaia-X可以通过对云服务供应商和客户之间的合同和流程实行标准化，以降低交易成本,BF_ner_query_result,[],[德国经济部],[]
9436,至于政府打算在这个项目上投资多少，德国经济部并没有提供细节,BF_ner_query_result,[],[德国经济部],[]
9437,德国商业银行的女发言人在电子邮件中告诉《华尔街日报》，Gaia-X是一个“重要的项目”，但性能、服务和成本方面的细节将决定欧洲云服务供应商能不能与非欧洲服务供应商一较高下,BF_ner_query_result,[],[],[欧洲]
9438,她说，德国商业银行使用的是谷歌和IBM的云服务,BF_ner_query_result,[],[谷歌],[]
9439,政府官员表示，这项基础设施计划的另一个目标是帮助制造和医疗保健等行业的欧洲公司，在不依赖外国技术供应商的情况下自行开发算法和AI,BF_ner_query_result,[],[欧洲公司],[]
9440,德国经济部长PeterAltmaier在近日的会议上说：“我们需要在AI领域有类似空中客车这样的公司,BF_ner_query_result,[],[],[德国]
9441,”欧盟委员会负责通信和技术的官员RobertoViola也将Gaia-X比作空中客车,BF_ner_query_result,[],[欧盟委员会],[]
9442,空中客车是欧洲的跨国飞机制造商，是美国波音公司的主要竞争对手,BF_ner_query_result,[],[],[欧洲]
9443,”微软和亚马逊都表示，他们能够安全地托管公司数据，批评了德国和法国政府的做法,BF_ner_query_result,[],[亚马逊],[德国]
9444,微软的发言人称数字主权是正当的目标，但补充道：“不过在云时代，我们认为完全按照领土边界来定义主权是错误的,BF_ner_query_result,[],[微软],[]
9445,”该发言人称，微软有兴趣加入Gaia-X,BF_ner_query_result,[],[微软],[]
9446,德国经济部长称，如果非欧盟的公司“认同我们在数字主权和数据可用性方面的目标”，可以加入Gaia-X项目,BF_ner_query_result,[],[],[德国]
9447,至于如果美国公司遵守美国《澄清境外合法使用数据法》，它们是否还能满足这些目标，德国经济部的女发言人拒绝发表评论,BF_ner_query_result,[],[德国经济部],[美国]
9448,AWS的发言人称，德国和法国的计划“摈弃了云计算给客户带来的许多根本性好处――它限制了自由选择权、灵活性以及全球扩张的能力，又没有提升安全性,BF_ner_query_result,[],[],"[德国, 法国]"
9449,原标题：希拉里乘坐的航班遭遇机械故障紧急返回登机口据CNN17日报道，美国前国务卿希拉里乘坐一架美国航空公司从纽约起飞前往华盛顿的航班，遭遇机械故障，在当地时间17日下午紧急返回登机口,BF_ner_query_result,[希拉里],[],"[华盛顿, 纽约, 美国]"
9450,一名执法消息人士称，美国航空公司表示，从纽约拉瓜迪亚机场起飞前往华盛顿里根国家机场的2144航班在17日下午3：15左右返回登机口，据这名消息人士称，飞行员告诉当局，飞机曾出现晃动，地面工作人员看见烟雾，在距登机口所属的航站楼外数百英尺处发现了金属碎片,BF_ner_query_result,[],[],[华盛顿]
9451,美国航空公司表示，乘客已经登上了另一架飞机，于17日下午4：45出发前往华盛顿,BF_ner_query_result,[],[],[华盛顿]
9452,希拉里一方对事故拒绝置评，美国特勤局尚未对报道做出回复,BF_ner_query_result,[希拉里],[],[美国]
9453,取名字这件事在中国人的文化里非常重要，一命二运三风水，名字被认为能改变一生的气运,BF_ner_query_result,[],[],[中国]
9454,大概这位网友的爸妈是张韶涵的粉丝，最喜欢的歌是“红橙黄绿蓝，五彩的欧若拉,BF_ner_query_result,[张韶涵],[],[]
9455,”有的父母大概很喜欢日本文化，给孩子起的名字非常日系,BF_ner_query_result,[],[],[日本]
9456,这个名字真的好像一个来自东京乡村的土味女孩了,BF_ner_query_result,[],[],[东京]
9457,无独有偶，还有一个网友叫朱逸铭,BF_ner_query_result,[朱逸铭],[],[]
9458,以及楚楠、杨伟、范建，还有下面这位先生,BF_ner_query_result,"[楚楠, 杨伟, 范建]",[],[]
9459,比如这位于韦闻同学，一叫这个名字就会想起那些年被洗脑的广告词：弹弹弹，弹走鱼尾纹～还有叫付炎杰的男孩子，自从广告开播以后，他的天空就再也没有放晴过,BF_ner_query_result,[付炎杰],[],[]
9460,返回滁州365淘房>>,BF_ner_query_result,[],[],[滁州]
9461,　　表列十大跌幅股份表现：　　股份（编号）　　　　　　　　现价　　　　　　变幅　　------------------------------　　华建控股（00479）　　　0.014元　　　跌33.33%　　中国鹏飞（03348）　　　1.04元　　　　跌12.61%　　ISP　（08487）　　　0.140元　　　跌11.95%　　汇银智慧（01280）　　　0.091元　　　跌11.65%　　金轮天地（01232）　　　0.520元　　　跌10.34%　　PERSTA（03395）　0.680元　　　跌　9.33%　　万亚企业（08173）　　　0.100元　　　跌　9.09%　　长城微光（08286）　　　0.200元　　　跌　9.09%　　凌锐控股（00784）　　　2.050元　　　跌　8.89%　　其利工业（01731）　　　0.530元　　　跌　8.62%　　------------------------------责任编辑：卢昱君,BF_ner_query_result,[卢昱君],[],[中国]
9462,据香港“01”报道，警方的水炮车及装甲车粗略估计在17日夜间起码被一百枚汽油弹击中,BF_ner_query_result,[],[],[香港]
9463,鉴于此前理工大学校方曾证实，校内多个实验室的危险化学品被人取走，可能对公众安全构成严重威胁和伤害，此事一度引发猜疑与恐慌,BF_ner_query_result,[],[理工大学校],[]
9464,其中警察传媒联络队的一名警员被暴徒击发的箭支射中，小腿几乎被射穿；另有一名警员遭钢珠击中面罩近鼻梁位置,BF_ner_query_result,[],[警察传媒联络队],[]
9465,小腿几被射穿需手术治疗据香港警方通报，暴徒于理工大学A座附近，近漆咸道南的平台，不断用巨型弹叉将汽油弹及硬物射向在场警员,BF_ner_query_result,[],[香港警方],[]
9466,箭头几乎射穿警员的小腿据悉，中箭的警员已送院治疗，警察公共关系科总警司谢振中到医院探望后称，受伤警员是一名警长，箭支几乎射穿他的小腿，稍后会进行手术将箭取出，希望大家让受伤警察休息,BF_ner_query_result,[谢振中],[],[]
9467,警方警告称，理工大学一带的暴力行为已达暴乱程度，任何留守并协助暴徒的人都可能干犯暴动罪,BF_ner_query_result,[],[理工大学],[]
9468,警方警告，理工大学一带的暴力行为已达暴乱程度，任何留守并协助暴徒的人都可能干犯暴动罪,BF_ner_query_result,[],[理工大学],[]
9469,由于局势急剧恶化，警方再次呼吁市民不要前往理工大学一带,BF_ner_query_result,[],[理工大学],[]
9470,延伸阅读人民日报：这个关乎国家主权、关乎香港前途命运的问题，没有半点妥协余地5个多月来，在反对派的蛊惑煽动和外部势力的插手干预下，香港出现持续不断的街头暴力活动,BF_ner_query_result,[],[],[香港]
9471,一些人甚至公然鼓吹“港独”，喊出“光复香港、时代革命”的口号，肆意侮辱国旗、国徽和区徽，包围和冲击中央政府驻港机构和立法会、政府总部，目的就是要搞乱香港、瘫痪特区政府，进而夺取特区的管治权，把香港变成一个独立或半独立的政治实体，最终使“一国两制”名存实亡,BF_ner_query_result,[],[],[香港]
9472,今天，摆在我们面前的，是一场维护“一国两制”和破坏“一国两制”的斗争，在这个关乎国家主权、关乎香港前途命运的问题上，没有任何中间地带，没有半点妥协余地,BF_ner_query_result,[],[],[香港]
9473,“一国两制”是一项开创性事业，对中央来说是治国理政的重大课题，对香港和香港同胞来说是重大历史转折,BF_ner_query_result,[],[],[香港]
9474,事实证明，“一国两制”是解决历史遗留的香港问题的最佳方案，也是香港回归后保持长期繁荣稳定的最佳制度，是行得通、办得到、得人心的,BF_ner_query_result,[],[],[香港]
9475,这场修例风波暴露出香港政治、经济、社会等方面存在的一些深层次矛盾和问题，也进一步凸显了完善香港治理制度的必要性和紧迫性,BF_ner_query_result,[],[],[香港]
9476,在香港贯彻落实“一国两制”方针，有“三条底线”绝对不能触碰：绝对不能允许任何危害国家主权安全、绝对不能允许挑战中央权力和香港特别行政区基本法权威、绝对不能允许利用香港对内地进行渗透破坏的活动,BF_ner_query_result,[],[],[香港]
9477,任何人、任何势力都不要低估中央政府和全国人民捍卫国家主权、安全、统一，维护香港繁荣稳定的坚强意志和坚定决心,BF_ner_query_result,[],[],[香港]
9478,我们坚信，有中央政府和全国14亿人民作为最坚强后盾，香港一定能战胜任何风险挑战,BF_ner_query_result,[],[],[香港]
9479,香港必将继续沿着“一国两制”方针和香港基本法的轨道稳步前进，与祖国内地共同开创中华民族更加美好的明天,BF_ner_query_result,[],[],[香港]
9480,广电花园后面的长湖乡的自建房的垃圾问题由来已久，现在由于融冠乐城的拆迁没有谈下来，开发商不愿意拆迁这一块房屋，该村的村民为了达到逼政府就范的目的，在广电花园小区物业叫嚣，如果政府不同意拆迁，他们将下水管敲断，将屎尿直接排放放在小区内,BF_ner_query_result,[],[],[长湖乡]
9481,”11月14日，在金砖国家领导人巴西利亚会晤公开会议上的讲话中，习近平主席开宗明义，对困扰世界经济发展和全球治理的焦点问题做出准确诊断，提出中国方案,BF_ner_query_result,[习近平],[],[中国]
9482,”习近平主席在巴西利亚金砖峰会发表重要讲话时强调，要积极倡导共商共建共享的全球治理观，推动全球经济治理体系变革,BF_ner_query_result,[习近平],[],[巴西利亚]
9483,近年来，从联合国舞台到APEC会议，从中法全球治理论坛到G20峰会，从“一带一路”国际合作高峰论坛到金砖峰会，中国维护多边主义、加强全球治理的主张引起广泛共鸣,BF_ner_query_result,[],[],[中国]
9484,第73届联合国大会主席埃斯皮诺萨称赞中国“维护了多边主义体系的健康与活力”,BF_ner_query_result,[埃斯皮诺萨],[],[中国]
9485,在英国剑桥大学高级研究员马丁·雅克看来，中国正在用一种全新方式去思考自己和世界的关系，中国能够在全球治理方面给世界带来新的经验和启示,BF_ner_query_result,[马丁·雅克],[],[中国]
9486,印度尼赫鲁大学国际关系学院教授斯瓦兰·辛格认为，金砖国家已成为倡导多边主义的强大力量，为发展中国家参与全球治理争取到一席之地,BF_ner_query_result,[],[印度尼赫鲁大学国际关系学院],[]
9487,中国在这一进程中起着引领作用,BF_ner_query_result,[],[],[中国]
9488,促进互利共赢　为全球发展创造新机遇今年3月，习近平主席在中法全球治理论坛上指出，收入分配不平等、发展空间不平衡已成为全球经济治理面临的最突出问题,BF_ner_query_result,[习近平],[],[]
9489,4月，在第二届“一带一路”国际合作高峰论坛开幕式上的主旨演讲中，习近平主席指出，发展不平衡是当今世界最大的不平衡,BF_ner_query_result,[习近平],[],[]
9490,11月，在上海举办的第二届中国国际进口博览会上，全球47个最不发达国家中的40个参加了企业展，中方为每个最不发达国家提供了两个免费标准展台,BF_ner_query_result,[],[],"[上海, 中国]"
9491,从连续两年举办进博会到大幅放宽外商投资准入，从建设多个自由贸易试验区到扩大服务业开放，中国开放的大门越开越大，与世界分享的机遇越来越多,BF_ner_query_result,[],[],[中国]
9492,秉承共商共建共享原则，中国已经同137个国家和30个国际组织签署197份共建“一带一路”合作文件,BF_ner_query_result,[],[],[中国]
9493,“中国将张开双臂，为各国提供更多市场机遇、投资机遇、增长机遇，实现共同发展,BF_ner_query_result,[],[],[中国]
9494,”习近平主席在第二届进博会上庄严宣示,BF_ner_query_result,[习近平],[],[]
9495,培育互信土壤　为世界和平注入正能量“坚持同舟共济，破解和平赤字”“坚持互商互谅，破解信任赤字”“信任是国际关系中最好的黏合剂”……习近平主席为破解和平赤字、信任赤字开出“药方”,BF_ner_query_result,[习近平],[],[]
9496,——破解和平赤字，中国贡献新理念，提出共同、综合、合作、可持续的新安全观，摒弃冷战思维、零和博弈的旧思维，摒弃弱肉强食的丛林法则，主张以合作谋和平、以合作促安全,BF_ner_query_result,[],[],[中国]
9497,——破解和平赤字，中国贡献新实践，积极参与国际反恐合作和海外维和行动，为国际热点问题提供建设性解决方案，以实际行动守护和平薪火,BF_ner_query_result,[],[],[中国]
9498,——破解信任赤字，中国贡献新方案，通过亚洲文明对话大会、中法文明对话会、金砖峰会等多双边国际舞台，呼吁文明对话，摒弃文明冲突；主张文明交流，摒弃孤芳自赏；促进互学互鉴，培育互信土壤,BF_ner_query_result,[],[],"[中国, 亚洲]"
9499,与“文明冲突论”“文明优越论”“修昔底德陷阱”等论调相比，“美人之美、美美与共”“世界大同”“和合共生”等中国的文明观、和平观正赢得越来越多的人心,BF_ner_query_result,[],[],[中国]
9500,墨西哥工业发展和经济增长研究所所长德拉克鲁斯认为，中国为破解“全球赤字”提出了构建人类命运共同体等理念，中国方案有助于各国将各自发展同人类命运相结合，共同推动世界繁荣进步,BF_ner_query_result,[],[],[中国]
9501,无论风云变幻，中国始终做世界和平的建设者、全球发展的贡献者、国际秩序的维护者,BF_ner_query_result,[],[],[中国]
9502,新时代的中国在日益走近世界舞台中央的同时，将坚守以天下为己任的信念，为破解“全球赤字”、构建人类命运共同体不懈努力,BF_ner_query_result,[],[],[中国]
9503,（参与记者：李奥、李碧念、储信艳、杨臻、吴昊、赵旭）,BF_ner_query_result,"[储信艳, 李奥, 李碧念, 吴昊, 赵旭, 杨臻]",[],[]
9504,11月17日，台灣地區領導人蔡英文（右）宣布前台“行政院長”賴清德（左）為副手,BF_ner_query_result,[蔡英文],[],[]
9505,台灣“中央社”記者鄭傑文攝　　昨天(11月17日)，蔡英文在台北競選總部宣布和她一同參加2020台灣“大選”的副手是賴清德,BF_ner_query_result,[蔡英文],[],[]
9506,對此，國民黨方面回應稱，蔡英文面對施政無力的現狀，只能向“台獨”勢力靠攏，爭取政治光譜的極端選票,BF_ner_query_result,[蔡英文],[],[]
9507,　　韓國瑜表示，過去賴清德一向支持“台獨”及“赦扁”，蔡英文也應向人民說清楚,BF_ner_query_result,[蔡英文],[],[]
9508,國民黨籍前台北縣長周錫瑋更是直接痛批，蔡英文和賴清德搞“台獨”，就是叛徒和敵人,BF_ner_query_result,[蔡英文],[],[]
9509,　　綜合台灣《中時電子報》與《聯合報》18日報道，17日，民進黨“蔡賴配”正式成軍，國民黨2020參選人韓國瑜受訪時表示，蔡英文應該要向人民說清楚，要把台灣帶往什麽方向，是否認同賴清德的“台獨”立場,BF_ner_query_result,[蔡英文],[],[]
9510,　　韓國瑜指出，今年民進黨內提名初選，蔡英文和賴清德廝殺慘烈，當時賴清德還公開呼籲蔡英文不要用公器和網軍鬥他,BF_ner_query_result,[蔡英文],[],[]
9511,前台北縣長(改制後為新北市)周錫瑋助講時，直接痛批蔡英文跟他的副手參選人賴清德搞“台獨”，就是叛徒和敵人,BF_ner_query_result,"[蔡英文, 周錫]",[],[新北市]
9512,”　　此外周錫瑋還細數蔡英文“罪狀”，他表示，韓國瑜現在是全台灣被抹黑最嚴重的，韓國瑜從來沒犯法騙人，但是蔡英文都在騙人，騙人說現在經濟是“亞洲四小龍之首”；博士論文也在騙人，沒有人的博士論文會被列為機密，只有蔡英文可以,BF_ner_query_result,[蔡英文],[],[]
9513,現在經濟跟司法民主這麽亂，蔡英文卻還可以掌握“中選會”跟“法務部”,BF_ner_query_result,[蔡英文],[],[]
9514,周錫瑋(資料圖圖源：香港“中評社”)　　國民黨17日表示，蔡英文毫無意外選擇“務實的台獨工作者”賴清德擔任搭檔，顯然蔡英文面對施政無力的現狀，只能向“台獨”勢力靠攏，爭取政治光譜的極端選票,BF_ner_query_result,[蔡英文],[],[香港]
9515,　　國民黨指出，賴清德曾擔任蔡當局的“行政院長”，卻在黨內初選時與蔡英文競爭，顯然賴清德並不認同蔡英文具備擔任台灣領導者的能力,BF_ner_query_result,[蔡英文],[],[]
9516,國民黨“立法院”黨團總召曾銘宗則表示，蔡英文執政三年來的成果，連自己曾任命的“行政院長”都看不下去，跳出來挑戰黨內初選,BF_ner_query_result,[蔡英文],[],[]
9517,而蔡英文也曾質疑賴清德的誠信問題，兩人的組合是“貌合神離”,BF_ner_query_result,[蔡英文],[],[]
9518,将欧美制造该类设备三十多年的经验引进中国，并根据国内实际情况进行改进，研发，推出技术成熟和设计先进的双轴撕碎机系列，为我国的废物回收利用前期的破碎，减容处理提供质量可靠的设备双轴撕碎机由两条轴上的刀片相互剪切，达到撕碎物料的要求，撕碎后的尺寸大小可以调整撕碎机刀片的厚度、直径以及齿数来决定,BF_ner_query_result,[],[],[中国]
9519,郑州亿豪矿山机械有限公司24小时咨询电话：156-3714-2589联系人：李经理公司地址：河南省郑州市上街区工业园售后保障：我们的产品一律保修一年，任何非人为因素的质量问题均由我们承担，产品的质量是我们首先要抓的要务,BF_ner_query_result,[],[郑州亿豪矿山机械有限公司],[]
9520,好莱坞电影从业者，小说《六千夜》作者急诊主治医生，减肥失败专家,BF_ner_query_result,[],[],[好莱坞]
9521,7月29日，央行在北京召开银行业金融机构信贷结构调整优化座谈会，指出“房地产行业占用信贷资源依然较多”，要求“保持个人住房贷款合理适度增长，严禁消费贷款违规用于购房，加强对银行理财、委托贷款等渠道流入房地产的资金管理”,BF_ner_query_result,[],[],[北京]
9522,“10月份70个大中城市新房价格环比增长0.5%，增速与上月持平；新房价格同比增长8%，较上月回落0.6个百分点；二手房价环比和同比增速分别为0.1%和4.2%，分别回落0.2个百分点和0.4个百分点”，中山证券首席经济学家、研究所所长李湛对《证券日报》记者表示，房地产调控政策强调“因城施策”，既是为了防止房地产市场过热、也是要防止房地产行业失速,BF_ner_query_result,[李湛],[],[]
9523,易居研究院智库中心研究总监严跃进对《证券日报》记者表示，央行的政策始终围绕房住不炒，实施“因城施策”，在房价上涨较快的地区收紧贷款,BF_ner_query_result,[严跃进],[],[]
